1,1,9.99000999000999E-4,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e3, f: f3, g: g3, h: h3])
339,1,0.3386613386613387,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
339,2,0.3386613386613387,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, f: f1, g: g3, h: h1])
340,1,0.33966033966033965,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
340,2,0.33966033966033965,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, f: f1, g: g3, h: h2])
341,1,0.34065934065934067,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
341,2,0.34065934065934067,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, f: f3, g: g2, h: h3])
342,1,0.34165834165834164,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
342,2,0.34165834165834164,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e2, f: f1, g: g1, h: h1])
343,1,0.34265734265734266,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
343,2,0.34265734265734266,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d1, e: e2, f: f2, g: g1, h: h2])
344,1,0.3436563436563437,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
344,2,0.3436563436563437,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, e: e2, f: f1, g: g1, h: h1])
345,1,0.34465534465534464,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
345,2,0.34465534465534464,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e1, f: f1, g: g2, h: h2])
346,1,0.34565434565434566,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
346,2,0.34565434565434566,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d3, e: e2, f: f1, g: g1, h: h2])
347,1,0.34665334665334663,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
347,2,0.34665334665334663,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e2, f: f1, g: g1, h: h3])
348,1,0.34765234765234765,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
348,2,0.34765234765234765,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d2, e: e2, f: f3, g: g1, h: h1])
349,1,0.34865134865134867,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
349,2,0.34865134865134867,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e2, f: f1, g: g1, h: h1])
350,1,0.34965034965034963,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
350,2,0.34965034965034963,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e2, f: f1, g: g2, h: h1])
351,1,0.35064935064935066,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
351,2,0.35064935064935066,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e3, f: f1, g: g1, h: h1])
352,1,0.3516483516483517,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
352,2,0.3516483516483517,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d1, e: e3, f: f1, g: g1, h: h1])
353,1,0.35264735264735264,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
353,2,0.35264735264735264,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e1, f: f1, g: g1, h: h2])
354,1,0.35364635364635366,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
354,2,0.35364635364635366,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d2, e: e1, f: f3, g: g1, h: h2])
355,1,0.3546453546453546,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
355,2,0.3546453546453546,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e3, f: f3, g: g2, h: h3])
356,1,0.35564435564435565,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
356,2,0.35564435564435565,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, e: e3, f: f1, g: g1, h: h1])
357,1,0.35664335664335667,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
357,2,0.35664335664335667,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d2, e: e3, f: f1, g: g2, h: h2])
358,1,0.35764235764235763,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
358,2,0.35764235764235763,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d3, e: e2, f: f1, g: g1, h: h2])
359,1,0.35864135864135865,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
359,2,0.35864135864135865,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d2, e: e1, f: f2, g: g1, h: h3])
360,1,0.3596403596403596,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
360,2,0.3596403596403596,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e3, f: f1, g: g3, h: h2])
361,1,0.36063936063936064,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
361,2,0.36063936063936064,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, f: f3, g: g3, h: h2])
362,1,0.36163836163836166,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
362,2,0.36163836163836166,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, e: e2, f: f1, g: g3, h: h2])
363,1,0.3626373626373626,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
363,2,0.3626373626373626,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d2, e: e2, f: f1, g: g2, h: h1])
364,1,0.36363636363636365,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
364,2,0.36363636363636365,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d1, e: e1, f: f1, g: g3, h: h2])
365,1,0.3646353646353646,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
365,2,0.3646353646353646,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e3, f: f1, g: g1, h: h2])
366,1,0.36563436563436563,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
366,2,0.36563436563436563,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c3, d: d1, e: e2, f: f1, g: g1, h: h2])
367,1,0.36663336663336665,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
367,2,0.36663336663336665,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e2, f: f1, g: g1, h: h3])
368,1,0.3676323676323676,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
368,2,0.3676323676323676,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d1, e: e3, f: f3, g: g2, h: h1])
369,1,0.36863136863136864,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
369,2,0.36863136863136864,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d2, e: e3, f: f3, g: g1, h: h1])
370,1,0.3696303696303696,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
370,2,0.3696303696303696,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e2, f: f2, g: g1, h: h1])
371,1,0.3706293706293706,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
371,2,0.3706293706293706,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e2, f: f2, g: g3, h: h2])
372,1,0.37162837162837165,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
372,2,0.37162837162837165,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d1, e: e1, f: f1, g: g2, h: h2])
373,1,0.3726273726273726,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
373,2,0.3726273726273726,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d1, e: e3, f: f3, g: g1, h: h1])
374,1,0.37362637362637363,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
374,2,0.37362637362637363,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e1, f: f1, g: g1, h: h3])
375,1,0.37462537462537465,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
375,2,0.37462537462537465,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d2, e: e2, f: f2, g: g3, h: h1])
376,1,0.3756243756243756,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
376,2,0.3756243756243756,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d2, e: e2, f: f3, g: g1, h: h1])
377,1,0.37662337662337664,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
377,2,0.37662337662337664,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, f: f1, g: g1, h: h3])
378,1,0.3776223776223776,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e2, f: f3, g: g3, h: h3])
378,2,0.3776223776223776,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, f: f3, g: g3, h: h3])
379,1,0.3786213786213786,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e3, f: f3, g: g3, h: h3])
379,2,0.3786213786213786,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e2, f: f3, g: g1, h: h3])
380,1,0.37962037962037964,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e3, f: f3, g: g3, h: h3])
380,2,0.37962037962037964,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, f: f1, g: g2, h: h3])
