1,1,9.99000999000999E-4,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n2, o: o2, p: p1])
71,2,0.07092907092907093,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
72,1,0.07192807192807193,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e1, g: g2, f: f2, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
72,2,0.07192807192807193,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
73,1,0.07292707292707293,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f2, h: h1, i: i2, j: j2, k: k2, l: l1, m: m2, n: n1, o: o1, p: p1])
73,2,0.07292707292707293,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
74,1,0.07392607392607392,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o1, p: p2])
74,2,0.07392607392607392,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
75,1,0.07492507492507493,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g2, f: f2, h: h1, i: i2, j: j1, k: k1, l: l1, m: m2, n: n2, o: o1, p: p1])
75,2,0.07492507492507493,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
76,1,0.07592407592407592,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g1, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n1, o: o1, p: p1])
76,2,0.07592407592407592,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
77,1,0.07692307692307693,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g1, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o1, p: p1])
77,2,0.07692307692307693,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
78,1,0.07792207792207792,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h1, i: i2, j: j1, k: k1, l: l2, m: m2, n: n2, o: o2, p: p2])
78,2,0.07792207792207792,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
79,1,0.07892107892107893,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g2, f: f2, h: h1, i: i2, j: j1, k: k1, l: l1, m: m1, n: n1, o: o1, p: p1])
79,2,0.07892107892107893,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
80,1,0.07992007992007992,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g1, f: f1, h: h2, i: i2, j: j2, k: k2, l: l1, m: m2, n: n1, o: o2, p: p1])
80,2,0.07992007992007992,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
81,1,0.08091908091908091,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g2, f: f1, h: h1, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
81,2,0.08091908091908091,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
82,1,0.08191808191808192,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e2, g: g1, f: f2, h: h2, i: i2, j: j1, k: k1, l: l1, m: m1, n: n1, o: o1, p: p1])
82,2,0.08191808191808192,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
83,1,0.08291708291708291,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l1, m: m1, n: n2, o: o2, p: p1])
83,2,0.08291708291708291,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
84,1,0.08391608391608392,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j1, k: k1, l: l1, m: m1, n: n2, o: o2, p: p1])
84,2,0.08391608391608392,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
85,1,0.08491508491508491,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e1, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m2, n: n2, o: o1, p: p2])
85,2,0.08491508491508491,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
86,1,0.08591408591408592,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i1, j: j2, k: k1, l: l1, m: m1, n: n1, o: o2, p: p2])
86,2,0.08591408591408592,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
87,1,0.08691308691308691,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e2, g: g2, f: f2, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o1, p: p2])
87,2,0.08691308691308691,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
88,1,0.08791208791208792,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j1, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
88,2,0.08791208791208792,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
89,1,0.08891108891108891,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e1, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m2, n: n1, o: o1, p: p1])
89,2,0.08891108891108891,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
90,1,0.0899100899100899,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p2])
90,2,0.0899100899100899,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
91,1,0.09090909090909091,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j1, k: k2, l: l1, m: m1, n: n2, o: o1, p: p2])
91,2,0.09090909090909091,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
92,1,0.0919080919080919,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h1, i: i2, j: j1, k: k2, l: l1, m: m1, n: n2, o: o1, p: p2])
92,2,0.0919080919080919,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
93,1,0.09290709290709291,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p2])
93,2,0.09290709290709291,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
94,1,0.0939060939060939,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g2, f: f2, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p2])
94,2,0.0939060939060939,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
95,1,0.09490509490509491,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j2, k: k1, l: l2, m: m2, n: n2, o: o2, p: p2])
95,2,0.09490509490509491,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
96,1,0.0959040959040959,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
96,2,0.0959040959040959,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
97,1,0.0969030969030969,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l1, m: m1, n: n1, o: o2, p: p1])
97,2,0.0969030969030969,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
98,1,0.0979020979020979,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, g: g2, f: f2, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
98,2,0.0979020979020979,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
99,1,0.0989010989010989,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o1, p: p2])
99,2,0.0989010989010989,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
100,1,0.0999000999000999,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j2, k: k1, l: l2, m: m2, n: n1, o: o1, p: p1])
100,2,0.0999000999000999,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
101,1,0.1008991008991009,PonPokoAgent@20,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n2, o: o1, p: p1])
101,2,0.1008991008991009,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
102,1,0.1018981018981019,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h1, i: i2, j: j2, k: k2, l: l1, m: m1, n: n2, o: o2, p: p1])
102,2,0.1018981018981019,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
103,1,0.1028971028971029,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f2, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o1, p: p2])
103,2,0.1028971028971029,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
104,1,0.1038961038961039,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h2, i: i2, j: j1, k: k1, l: l2, m: m2, n: n2, o: o2, p: p2])
104,2,0.1038961038961039,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
105,1,0.1048951048951049,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g1, f: f1, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n2, o: o2, p: p1])
105,2,0.1048951048951049,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
106,1,0.10589410589410589,PonPokoAgent@20,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l1, m: m2, n: n2, o: o1, p: p2])
