1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
413,1,0.4125874125874126,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
413,2,0.4125874125874126,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
414,1,0.41358641358641357,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
414,2,0.41358641358641357,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
415,1,0.4145854145854146,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
415,2,0.4145854145854146,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
416,1,0.4155844155844156,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
416,2,0.4155844155844156,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
417,1,0.4165834165834166,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
417,2,0.4165834165834166,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
418,1,0.4175824175824176,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
418,2,0.4175824175824176,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
419,1,0.41858141858141856,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Monuments])
419,2,0.41858141858141856,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
420,1,0.4195804195804196,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Monuments])
420,2,0.4195804195804196,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
421,1,0.4205794205794206,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Monuments])
421,2,0.4205794205794206,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
422,1,0.42157842157842157,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Monuments])
422,2,0.42157842157842157,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
423,1,0.4225774225774226,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
423,2,0.4225774225774226,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
424,1,0.42357642357642356,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
424,2,0.42357642357642356,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
425,1,0.4245754245754246,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
425,2,0.4245754245754246,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
426,1,0.4255744255744256,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
426,2,0.4255744255744256,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
427,1,0.42657342657342656,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
427,2,0.42657342657342656,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
428,1,0.4275724275724276,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
428,2,0.4275724275724276,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
429,1,0.42857142857142855,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
429,2,0.42857142857142855,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
430,1,0.42957042957042957,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
430,2,0.42957042957042957,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
431,1,0.4305694305694306,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
431,2,0.4305694305694306,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Square])
432,1,0.43156843156843155,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
432,2,0.43156843156843155,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
433,1,0.4325674325674326,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
433,2,0.4325674325674326,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
434,1,0.43356643356643354,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
434,2,0.43356643356643354,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
435,1,0.43456543456543456,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
435,2,0.43456543456543456,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
436,1,0.4355644355644356,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
436,2,0.4355644355644356,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
437,1,0.43656343656343655,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
437,2,0.43656343656343655,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
438,1,0.43756243756243757,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
438,2,0.43756243756243757,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
439,1,0.4385614385614386,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
439,2,0.4385614385614386,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
440,1,0.43956043956043955,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
440,2,0.43956043956043955,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
441,1,0.4405594405594406,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
441,2,0.4405594405594406,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
442,1,0.44155844155844154,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
442,2,0.44155844155844154,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
443,1,0.44255744255744256,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
443,2,0.44255744255744256,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
444,1,0.4435564435564436,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
444,2,0.4435564435564436,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
445,1,0.44455544455544455,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
445,2,0.44455544455544455,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
446,1,0.44555444555444557,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
446,2,0.44555444555444557,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
447,1,0.44655344655344653,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
447,2,0.44655344655344653,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
448,1,0.44755244755244755,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
448,2,0.44755244755244755,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
449,1,0.4485514485514486,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
449,2,0.4485514485514486,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
450,1,0.44955044955044954,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
450,2,0.44955044955044954,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
451,1,0.45054945054945056,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
451,2,0.45054945054945056,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
452,1,0.4515484515484515,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
452,2,0.4515484515484515,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
453,1,0.45254745254745254,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
453,2,0.45254745254745254,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
454,1,0.45354645354645357,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
454,2,0.45354645354645357,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
455,1,0.45454545454545453,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
455,2,0.45454545454545453,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
456,1,0.45554445554445555,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
456,2,0.45554445554445555,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
457,1,0.4565434565434565,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
457,2,0.4565434565434565,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
458,1,0.45754245754245754,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
458,2,0.45754245754245754,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
459,1,0.45854145854145856,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
459,2,0.45854145854145856,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
460,1,0.4595404595404595,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
460,2,0.4595404595404595,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
461,1,0.46053946053946054,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
461,2,0.46053946053946054,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
462,1,0.46153846153846156,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
462,2,0.46153846153846156,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
463,1,0.46253746253746253,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
463,2,0.46253746253746253,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
464,1,0.46353646353646355,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
464,2,0.46353646353646355,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
465,1,0.4645354645354645,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
465,2,0.4645354645354645,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
466,1,0.46553446553446554,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
466,2,0.46553446553446554,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
467,1,0.46653346653346656,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
467,2,0.46653346653346656,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
468,1,0.4675324675324675,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
468,2,0.4675324675324675,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
469,1,0.46853146853146854,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
469,2,0.46853146853146854,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
470,1,0.4695304695304695,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
470,2,0.4695304695304695,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
471,1,0.47052947052947053,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
471,2,0.47052947052947053,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
472,1,0.47152847152847155,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
